"No.","Time","Source","Destination","Protocol","Length","Info"
"162","6.041730697","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.215? Tell 192.168.31.1"
"163","6.041751152","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.216? Tell 192.168.31.1"
"164","6.041756793","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.217? Tell 192.168.31.1"
"165","6.041762106","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.218? Tell 192.168.31.1"
"166","6.041767371","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.219? Tell 192.168.31.1"
"167","6.041772700","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.220? Tell 192.168.31.1"
"168","6.144046562","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.221? Tell 192.168.31.1"
"169","6.144066839","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.222? Tell 192.168.31.1"
"170","6.144071808","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.223? Tell 192.168.31.1"
"171","6.144076458","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.224? Tell 192.168.31.1"
"172","6.144081136","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.225? Tell 192.168.31.1"
"173","6.246468262","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.226? Tell 192.168.31.1"
"174","6.246482423","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.227? Tell 192.168.31.1"
"175","6.246485825","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.228? Tell 192.168.31.1"
"176","6.246489063","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.229? Tell 192.168.31.1"
"177","6.246492305","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.230? Tell 192.168.31.1"
"178","6.349112396","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.231? Tell 192.168.31.1"
"179","6.349152036","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.232? Tell 192.168.31.1"
"180","6.349157748","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.233? Tell 192.168.31.1"
"181","6.349163003","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.234? Tell 192.168.31.1"
"182","6.349168333","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.235? Tell 192.168.31.1"
"183","6.451265378","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.236? Tell 192.168.31.1"
"184","6.451285239","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.237? Tell 192.168.31.1"
"185","6.451290147","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.238? Tell 192.168.31.1"
"186","6.451294841","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.239? Tell 192.168.31.1"
"187","6.451299583","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.240? Tell 192.168.31.1"
"188","6.553664238","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.241? Tell 192.168.31.1"
"189","6.553683984","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.242? Tell 192.168.31.1"
"190","6.553688988","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.243? Tell 192.168.31.1"
"191","6.553693789","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.244? Tell 192.168.31.1"
"192","6.553698488","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.245? Tell 192.168.31.1"
"193","6.656051163","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.246? Tell 192.168.31.1"
"194","6.656080538","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.247? Tell 192.168.31.1"
"195","6.656085532","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.248? Tell 192.168.31.1"
"196","6.656090269","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.249? Tell 192.168.31.1"
"197","6.656094967","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.250? Tell 192.168.31.1"
"198","7.782518550","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.251? Tell 192.168.31.1"
"199","7.782540602","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.252? Tell 192.168.31.1"
"200","7.782546144","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.253? Tell 192.168.31.1"
"201","7.782551453","BeijingX_e6:af:ba","Broadcast","ARP","42","Who has 192.168.31.254? Tell 192.168.31.1"
"202","13.273139703","192.168.31.108","46.228.223.184","TCP","66","[TCP Dup ACK 96#1] 43756  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=306099017 TSecr=2797328632"
"203","13.288164437","46.228.223.184","192.168.31.108","TCP","66","[TCP Dup ACK 97#1] [TCP ACKed unseen segment] 443  >  43756 [ACK] Seq=1 Ack=2 Win=260 Len=0 TSval=2797338872 TSecr=306048165"
"204","14.440709775","198.252.206.25","192.168.31.108","TLSv1.2","127","Application Data"
"205","14.443174960","192.168.31.108","198.252.206.25","TLSv1.2","105","Application Data"
"206","14.645547354","198.252.206.25","192.168.31.108","TCP","66","443  >  39310 [ACK] Seq=62 Ack=40 Win=62 Len=0 TSval=1903479720 TSecr=877023241"
"207","18.711140643","192.168.31.108","192.168.31.1","DNS","90","Standard query 0x8ad4 A incoming.telemetry.mozilla.org"
"208","18.711239957","192.168.31.108","192.168.31.1","DNS","90","Standard query 0xe7ad AAAA incoming.telemetry.mozilla.org"
"209","18.732769958","192.168.31.1","192.168.31.108","DNS","550","Standard query response 0x8ad4 A incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com CNAME pipeline-incoming-prod-elb-149169523.us-west-2.elb.amazonaws.com A 35.160.220.219 A 52.39.14.40 A 52.33.45.66 A 44.227.11.155 A 52.27.83.248 A 52.35.6.89 A 44.231.216.202 A 54.148.237.155 NS ns-332.awsdns-41.com NS ns-1769.awsdns-29.co.uk NS ns-1475.awsdns-56.org NS ns-560.awsdns-06.net A 205.251.193.76 A 205.251.194.48 A 205.251.197.195 A 205.251.198.233"
"210","18.732808003","192.168.31.1","192.168.31.108","DNS","302","Standard query response 0xe7ad AAAA incoming.telemetry.mozilla.org CNAME telemetry-incoming.r53-2.services.mozilla.com CNAME pipeline-incoming-prod-elb-149169523.us-west-2.elb.amazonaws.com SOA ns-332.awsdns-41.com"
"211","18.733429528","192.168.31.108","192.168.31.1","DNS","124","Standard query 0x07f5 AAAA pipeline-incoming-prod-elb-149169523.us-west-2.elb.amazonaws.com"
"212","18.736939635","192.168.31.1","192.168.31.108","DNS","124","Standard query response 0x07f5 AAAA pipeline-incoming-prod-elb-149169523.us-west-2.elb.amazonaws.com"
"213","18.737495823","192.168.31.108","54.148.237.155","TCP","74","48022  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=776508671 TSecr=0 WS=128"
"214","18.737585868","192.168.31.108","54.148.237.155","TCP","74","48024  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=776508671 TSecr=0 WS=128"
"215","18.988001376","192.168.31.108","54.148.237.155","TCP","74","48026  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=776508921 TSecr=0 WS=128"
"216","18.988061838","192.168.31.108","54.148.237.155","TCP","74","48028  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=776508921 TSecr=0 WS=128"
"217","18.990271016","54.148.237.155","192.168.31.108","TCP","74","443  >  48022 [SYN, ACK] Seq=0 Ack=1 Win=26847 Len=0 MSS=1460 SACK_PERM=1 TSval=1038285884 TSecr=776508671 WS=256"
